1,1,0,0.99539,-0.05889,0.85243,0.02306,0.83398,-0.37708,1,0.03760,0.85243,-0.17755,-28.481,-0.44945,0.60536,-0.38223,0.84356,-0.38542,0.58212,-0.32192,0.56971,-0.29674,0.36946,25.02,2.305,22.682,0.41078,-0.46168,0.21266,-0.34090,0.42267,-0.54487,-26.324,-0.45300
0,1,0,1,-0.18829,0.93035,-0.36156,-0.10868,-0.93597,47.752,-0.04549,0.50874,36.728,0.34432,-0.69707,-0.51685,-0.97515,0.05499,-0.62237,0.33109,-1,-0.13151,-0.45300,30.55,-0.35734,-0.20332,-0.26569,-0.20468,-0.18401,-0.19040,41.138,-0.16626,-0.06288,-48.798,-0.02447
1,1,0,1,-0.03365,-17.311,0.00485,1,-0.12062,0.88965,0.01198,0.73082,0.05346,0.85443,0.00827,0.54591,20.478,0.83775,-0.13644,0.75535,-0.08540,0.70887,-1.753,0.43385,-0.12062,0.57528,-16.73,0.58984,-0.22145,0.43100,-0.17365,49.394,-0.24180,0.56045,-0.38238
0,1,0,45.652,-0.45161,1,1,0.71216,-1,0,0,-4.342,0,0,0,-1,0.14516,0.54094,-0.39330,-1,-2.964,-0.69975,1,0,-38.558,1,0.90695,0.51613,1,1,-34.945,0.25682,1,-0.32382,1
1,1,0,1,-0.02401,0.94140,0.06531,0.92106,-0.23255,0.77152,-0.16399,0.52798,-8.452,0.56409,-0.00712,0.34395,-0.27457,0.52940,-0.21780,8.138,-0.17813,0.05982,-0.35575,0.02309,-0.52879,0.03286,-18.276,0.13290,-0.53206,0.02431,-26.431,7.229,-0.59573,-0.04608,-0.65697
0,1,0,0.02337,-10.556,-0.09924,-0.11949,-0.00763,32.975,0.14706,0.06637,0.03786,-0.06302,0,0,-0.04572,-0.15540,-0.00343,-0.10196,-0.11575,-0.05414,0.01838,0.03669,-0.402,0.00888,0.03513,-0.01535,35.07,13.827,-0.07859,0.00732,0,0,-0.00039,0.12011
1,1,0,0.97588,21.725,0.94601,-0.20800,0.92806,-0.28350,0.85996,-0.27342,-20.188,-0.47929,30.247,-10.479,0.74628,-0.61436,0.57945,-0.68086,0.37852,-0.73641,0.36324,-0.76562,-46.503,-0.79753,0.22792,-0.81634,0.13659,-0.82510,0.04606,-0.82395,-0.04262,-0.81318,-0.13832,-0.80975
0,0,-40.537,0,0,0,0,1,-1,0,0,-1,-1,-44.738,0,0,0,1,1,14.204,-1,12.781,0,0,0,1,1,1,1,0,0,1,1,14.025,0
1,1,0,0.96355,-0.07198,1,-0.14333,1,0.696,1,-0.36174,0.92570,-0.43569,0.94510,-0.40668,0.90392,-0.46381,0.98305,-0.35257,8.61,3.776,0.75346,-0.60589,0.69637,-0.64225,0.85106,-0.65440,0.57577,-0.69712,0.25435,-5.099,0.45114,-0.72779,0.38895,-36.355
0,1,0,-0.01864,-0.08459,0,0,0,0,0.11470,-0.26810,-0.45663,49.035,-12.349,0,49.548,0.38602,-0.37133,0.15018,0.63728,0.22115,0,12.852,0,0,-0.14803,-0.01326,0.20645,20.146,0,0,0.16595,0.24086,-0.08208,0.38065
1,48.311,0,1,0.06655,-8.444,-0.18388,1,-0.27320,1,-0.43107,1,-0.41349,0.96232,-0.51874,0.90711,29.85,0.89230,-0.66474,0.69876,-0.70997,26.776,-0.76320,0.63081,-0.80544,0.55867,-0.89128,0.47211,-0.86500,0.40303,-0.83675,0.30996,-0.89093,-36.614,-0.89158
0,1,0,-42.212,-1.607,1,-1,-25.17,-1,1,0.36217,1,-0.41119,1,1,1,-1,1,3.067,1,-0.93599,-34.857,1,1,1,1,-0.40888,1,-0.62745,1,-1,1,-1,1,-1
1,1,0,1,26.02,1,-0.10169,0.99999,-0.15197,1,-0.19277,0.94055,-0.35151,0.95735,-0.29785,0.93719,-0.34412,0.94486,-0.28106,0.90137,-44.664,0.86043,2.133,29.567,-0.51220,0.84080,-0.47137,0.76224,-0.58370,0.65723,-0.68794,0.68714,-1.979,0.64727,-0.67226
0,1,0,-3.462,-0.86701,22.455,0.22280,0.85492,-0.39896,1,-0.12090,1,0.35147,-14.028,0.07772,1,-0.14767,-17.407,-1,1,-13.524,0.61831,0.15803,1,0.62349,1,-0.17012,1,0.35924,1,-0.66494,1,0.88428,1,-0.18826
1,1,0,18.848,0.07380,1,11.677,1,19.05,1,0.08764,1,0.19651,1,0.20328,1,0.12785,1,0.10561,1,0.27087,1,0.44758,1,0.41750,1,0.20033,1,48.658,-3.874,0.48641,1,0.32492,1,0.46712
0,1,0,-10.832,-0.93996,1,0.26708,-18.41,-1,1,-26.466,0.43685,-1,0,0,-1,-30.019,-0.37681,0.03623,1,-1,-10.589,0,0,0,-0.16253,0.92236,0.39752,0.26501,0,0,1,0.23188,0,0
1,1,0,0.99645,0.06468,1,-0.01236,0.97811,0.02498,0.96112,-48.62,0.99274,0.07808,0.89323,47.44,0.94212,0.05269,0.88809,0.11120,8.945,0.08631,0.81633,0.11830,0.83668,0.14442,-29.779,0.13412,-15.195,0.13638,0.79110,0.15379,0.77122,0.15930,0.70941,0.12015
0,0,0,0,0,28.987,-20.295,1,1,-1,1,-1,1,1,-1,1,1,-3.547,-1,-1,1,-21.958,-1,-1,32.525,-1,1,1,-1,-1,1,-1,-1,1,-1
1,1,0,0.67065,0.02528,0.66626,0.05031,0.57197,0.18761,0.08776,0.34081,0.63621,0.12131,0.62099,0.14285,-42.722,0.10976,0.58373,0.18151,0.14395,0.41224,0.53888,17.405,34.46,-39.658,28.737,0.23724,0.46167,0.24618,0.43433,0.25306,0.40663,0.25792,1,0.33036
