1,0.538,0,0.99539,-0.057,0.939,0.021,0.83398,-0.37708,1,0.029,0.581,-0.17755,0.654,-0.285,0.535,-0.38223,1.239,-0.369,0.594,-0.349,0.56971,-0.29674,0.484,-0.47357,0.418,-0.51171,0.538,-0.412,0.232,-0.485,0.227,-0.54487,0.18641,-0.45300
0,1,0.0,1,-0.193,0.93035,-0.36156,-0.116,-1.352,0.808,-0.029,0.328,-0.41,0.367,-0.69707,-0.536,-0.97515,0.05499,-0.62237,0.33109,-1,-0.153,-0.345,-0.154,-0.518,-0.262,-0.26569,-0.20468,-0.202,-0.19040,-0.133,-0.206,-0.06288,-0.111,-0.016
1,0.534,0.0,0.781,-0.03365,1.139,0.00485,0.505,-0.12062,0.88965,0.006,0.73082,0.05346,0.468,0.007,0.565,0.00299,0.915,-0.163,0.75535,-0.11,0.70887,-0.241,0.529,-0.12062,0.57528,-0.288,0.58984,-0.214,0.368,-0.17365,0.60436,-0.147,0.741,-0.213
0,0.564,0.0,1,-0.474,1,1,0.806,-1.028,0.0,0.0,0,0,0,0,-1.321,0.128,0.424,-0.358,-1,-0.318,-0.356,0.531,0.0,0.0,1,1.224,0.51613,0.98,1,-0.20099,0.277,0.547,-0.32382,1
1,1,0.0,1,-0.015,0.832,0.06531,0.602,-0.25,0.973,-0.16399,0.595,-0.217,0.56409,-0.004,0.447,-0.266,0.52940,-0.11,0.45107,-0.189,0.071,-0.35575,0.02309,-0.52879,0.025,-0.435,0.13290,-0.53206,0.034,-0.579,-0.05707,-0.377,-0.054,-0.65697
0,1,0.0,0.02337,-0.00592,-0.089,-0.11949,-0.006,-0.078,0.14706,0.085,0.03786,-0.041,0,0.0,-0.04572,-0.204,-0.004,-0.112,-0.073,-0.063,0.01838,0.055,0.012,0.005,0.022,-0.01535,-0.03240,0.093,-0.07859,0.00732,0.0,0.0,-0.0,0.12011
1,1,0.0,0.97588,-0.096,0.94601,-0.259,0.92806,-0.28350,0.849,-0.21,0.79766,-0.47929,0.5,-0.50764,0.454,-0.375,0.869,-0.68086,0.37852,-0.453,0.54,-0.502,0.337,-0.756,0.22792,-0.81634,0.13659,-1.201,0.051,-0.548,-0.025,-1.042,-0.124,-0.80975
0,0,0,0.0,0.0,0.0,0.0,1.019,-1,0,0,-0.83,-1,0.0,0.0,0,0.0,1,1,-1.253,-1.016,0.0,0.0,0,0.0,0.505,1,0.946,1,0.0,0.0,0.865,1.333,0,0
1,1,0.0,0.96355,-0.08,1.472,-0.14333,1.196,-0.225,1.093,-0.299,0.92570,-0.318,0.498,-0.40668,0.842,-0.46381,1.356,-0.35257,0.976,-0.66020,0.811,-0.705,0.69637,-0.64225,1.133,-0.337,0.622,-0.69712,0.245,-0.63919,0.493,-0.689,0.38895,-0.73420
0,1,0.0,-0.026,-0.05,0,0.0,0.0,0,0.11470,-0.292,-0.229,-0.208,0,0.0,-0.484,0.421,-0.37133,0.15018,0.63728,0.137,0.0,0,0.0,0.0,-0.14803,-0.01326,0.108,-0.02,0.0,0,0.16595,0.209,-0.08208,0.191
1,1,0.0,1,0.064,0.827,-0.175,0.58,-0.27320,0.768,-0.552,1.289,-0.41349,0.96232,-0.51874,1.224,-0.346,0.89230,-0.66474,0.69876,-0.955,0.466,-0.76320,0.63081,-1.021,0.55867,-0.89128,0.351,-0.767,0.587,-0.83675,0.241,-1.153,0.273,-1.15
