1,3.131,-22.31,-24.431,18.51,0.85243,0.02306,0.83398,-11.646,-11.953,16.25,-10.215,-20.144,-3.063,-8.177,10.365,-0.38223,0.84356,-0.38542,4.343,-19.305,10.866,-0.29674,-25.262,18.022,0.56811,-12.931,0.41078,-0.46168,0.21266,8.493,0.42267,-43.203,0.18641,-37.136
0,-35.035,-26.391,-31.518,-48.943,-48.684,-42.483,-0.10868,-44.703,-26.264,39.418,0.50874,-0.67743,-17.62,-0.69707,38.379,-34.715,0.929,-0.62237,0.33109,-1,-39.842,-29.08,-0.18056,-9.963,-0.20332,-0.26569,20.662,-0.18401,23.539,-0.11593,-0.16626,-7.087,-40.518,31.131
1,1,47.591,-11.324,-0.03365,-8.48,-0.606,50.299,-0.12062,0.88965,3.288,21.199,-45.27,35.369,-3.799,0.54591,0.00299,46.731,-24.356,44.067,-0.08540,-43.306,23.801,0.43385,-29.604,0.57528,46.586,48.509,-0.22145,0.43100,-0.17365,-13.799,-0.653,0.56045,-13.429
0,1,4.336,-17.747,-38.236,1,-11.424,41.306,-1,-18.372,-6.549,-1.918,-36.965,0,0,-1,30.434,-5.505,-21.833,-1,-0.54467,-0.69975,1,-0.341,-49.954,1,31.117,-8.368,-27.459,-8.362,45.434,43.127,1,11.364,1
1,1,20.934,-0.539,-0.02401,0.94140,19.753,-26.45,-41.952,35.076,-8.835,0.52798,7.114,-26.663,-0.00712,0.34395,-36.905,49.457,-0.21780,0.45107,28.029,14.491,-32.214,0.02309,-39.975,0.03286,19.407,16.606,12.961,0.02431,26.126,-47.839,-0.59573,-0.04608,48.077
0,48.719,-21.864,9.225,9.206,7.624,49.347,-0.00763,-38.456,-25.703,-19.662,-37.324,24.218,7.916,-16.373,-0.04572,-0.15540,0.427,-0.10196,39.735,-0.05414,42.563,36.922,43.042,0.00888,0.03513,-0.01535,-11.866,0.09223,-0.07859,8.494,-16.195,0,-0.00039,0.12011
1,-39.812,0,0.97588,-0.10602,-46.484,-43.362,0.92806,7.931,37.014,-18.553,17.71,-0.47929,33.424,-7.625,-27.841,-46.265,32.628,-0.68086,0.37852,-0.73641,26.238,-38.293,0.31898,-48.348,0.22792,9.139,0.13659,15.031,21.397,23.807,-15.677,-43.459,-0.13832,-0.80975
0,-18.1,0,-0.812,0,-15.341,-1.836,1,36.852,4.293,-33.147,-1,-1,-2.684,-31.191,11.244,23.642,1,-47.576,22.35,-14.927,-37.812,0,-43.696,0,1,1,-40.842,19.524,0,45.734,-28.942,1,28.831,0
1,1,0,0.96355,21.906,-29.483,-45.754,-45.533,-0.21313,37.92,25.33,-11.651,-1.257,0.94510,-21.62,8.796,37.121,42.662,-23.054,0.84537,8.494,-23.144,-8.27,0.69637,-0.64225,0.85106,-34.072,9.082,34.07,27.018,-0.669,0.45114,-0.72779,0.38895,-0.73420
0,-12.788,-43.016,-0.01864,8.088,0,-11.974,34.586,37.535,0.11470,-3.363,-22.541,16.36,0,0,-0.33656,-48.775,-0.37133,21.588,-17.731,0.22115,15.198,-11.108,43.403,-8.86,46.262,-27.074,0.20645,-0.02294,-5.31,-23.264,0.16595,8.226,-0.08208,0.38065
