0,1,5.1,3.5,1.4,0.297
0,2,4.9,3.419,1.4,0.2
0,3,4.7,3.147,1.3,0.2
0,4,3.388,3.1,1.5,0.2
0,5,5,3.6,1.4,0.2
0,6,5.4,3.9,1.342,0.4
0,7,3.792,3.4,1.4,0.3
0,8,5,3.4,0.789,0.2
0,9,4.4,2.9,1.283,0.2
0,10,5.588,3.1,1.5,0.1
0,11,6.687,3.7,1.5,0.2
0,12,4.8,3.4,1.391,0.2
0,13,4.8,3,1.807,0.1
0,14,4.811,3,1.1,0.1
0,15,5.8,4,0.925,0.2
0,16,5.7,4.4,1.913,0.4
0,17,5.4,3.251,1.3,0.4
0,18,5.1,3.5,1.107,0.3
0,19,5.7,3.8,2.267,0.3
0,20,3.405,3.8,1.5,0.3
0,21,5.4,3.4,1.7,0.257
0,22,5.1,3.7,1.503,0.4
0,23,5.203,3.6,1,0.2
0,24,5.1,3.3,0.921,0.5
0,33.481,4.8,3.4,1.9,0.2
0,26,5,2.536,1.6,0.2
0,27,5,3.4,0.929,0.4
0,28,5.2,5.117,1.5,0.2
0,29.316,5.2,3.4,1.4,0.2
0,30,5.992,3.2,1.6,0.2
0,31,4.8,3.1,1.6,0.169
0,32,5.4,3.4,1.465,0.4
0,33,5.2,4.605,1.5,0.1
0,34,5.5,4.983,1.4,0.2
0,35,4.9,3.1,1.342,0.2
0,30.108,5,3.2,1.2,0.2
0,37,8.125,3.5,1.3,0.2
0,38,4.9,3.6,1.4,0.123
0,39,3.189,3,1.3,0.2
0,40,3.009,3.4,1.5,0.2
0,41,5,3.5,1.3,0.243
0,42,4.5,1.193,1.3,0.3
0,43,5.684,3.2,1.3,0.2
0,44,5,3.5,2.305,0.6
0,45,5.1,3.8,1.711,0.4
0,46,4.8,4.387,1.4,0.3
0,47,5.1,3.8,1.259,0.2
0,48,4.6,3.2,0.772,0.2
0,49,5.3,3.7,1.5,0.271
0,50,5,3.3,1.827,0.2
1,51,10.033,3.2,4.7,1.4
1,52,6.4,1.902,4.5,1.5
1,38.56,6.9,3.1,4.9,1.5
1,54,5.5,2.3,4.835,1.3
1,47.004,6.5,2.8,4.6,1.5
1,56,6.775,2.8,4.5,1.3
1,32.794,6.3,3.3,4.7,1.6
1,58,3.051,2.4,3.3,1
1,59,6.6,2.9,4.901,1.3
1,60,5.2,3.622,3.9,1.4
1,61,5,2,3.538,1
1,62,5.9,3,4.2,1.266
1,63,6,2.2,3.572,1
1,64,6.1,2.9,4.12,1.4
1,65,2.813,2.9,3.6,1.3
1,66,6.7,3.562,4.4,1.4
1,67,5.6,3,4.5,0.816
1,68,5.8,2.7,4.115,1
1,69,6.992,2.2,4.5,1.5
1,70,5.6,2.5,3.9,1.002
1,55.408,5.9,3.2,4.8,1.8
1,72,6.1,1.638,4,1.3
1,73,6.3,2.192,4.9,1.5
1,74,6.1,3.132,4.7,1.2
1,75,7.658,2.9,4.3,1.3
1,76,6.224,3,4.4,1.4
1,42.572,6.8,2.8,4.8,1.4
1,78,6.7,3,3.911,1.7
1,79,6.255,2.9,4.5,1.5
1,71.836,5.7,2.6,3.5,1
1,58.6,5.5,2.4,3.8,1.1
1,82,5.5,2.4,3.7,0.602
1,83,5.8,3.663,3.9,1.2
1,84,6.822,2.7,5.1,1.6
1,85,5.4,4.363,4.5,1.5
1,86,6,3.776,4.5,1.6
1,87,6.7,2.439,4.7,1.5
1,88,4.961,2.3,4.4,1.3
1,73.865,5.6,3,4.1,1.3
1,132.452,5.5,2.5,4,1.3
1,91,6.629,2.6,4.4,1.2
1,100.755,6.1,3,4.6,1.4
1,62.12,5.8,2.6,4,1.2
1,65.675,5,2.3,3.3,1
1,122.618,5.6,2.7,4.2,1.3
1,96,5.036,3,4.2,1.2
1,97,5.417,2.9,4.2,1.3
1,98,6.2,2.9,4.478,1.3
1,99,3.297,2.5,3,1.1
1,100,5.092,2.8,4.1,1.3
2,101,9.404,3.3,6,2.5
2,146.351,5.8,2.7,5.1,1.9
2,103,7.1,3.604,5.9,2.1
2,104,6.3,2.9,8.038,1.8
2,105,4.579,3,5.8,2.2
2,106,7.135,3,6.6,2.1
2,107,4.9,2.5,4.5,2.181
2,108,6.745,2.9,6.3,1.8
2,90.613,6.7,2.5,5.8,1.8
2,110,3.824,3.6,6.1,2.5
2,111,6.5,3.2,5.694,2
2,112,6.4,2.188,5.3,1.9
2,113,6.8,3,5.5,2.731
2,114,5.7,2.5,3.082,2
