0,1,5.1,3.5,1.4,20.892
0,2,50.332,3,1.4,0.2
0,3,4.7,35.171,1.3,0.2
0,4,4.6,3.1,-41.293,0.2
0,5,5,3.6,-18.125,0.2
0,6,19.285,3.9,1.7,0.4
0,7,-43.546,3.4,1.4,0.3
0,-3.379,5,3.4,1.5,0.2
0,9,-31.915,2.9,1.4,0.2
0,10,4.9,33.844,1.5,0.1
0,11,5.4,-35.674,1.5,0.2
0,-9.809,4.8,3.4,1.6,0.2
0,13,4.8,3,1.4,-37.932
0,14,4.3,3,-47.535,0.1
0,15,5.8,33.456,1.2,0.2
0,16,20.033,4.4,1.5,0.4
0,17,44.713,3.9,1.3,0.4
0,18,5.1,3.5,1.4,-17.519
0,19,2.124,3.8,1.7,0.3
0,20,5.1,3.8,10.116,0.3
0,21,5.4,-20.859,1.7,0.2
0,22,5.1,-17.766,1.5,0.4
0,23,-15.434,3.6,1,0.2
0,-4.226,5.1,3.3,1.7,0.5
0,25,4.8,-32.941,1.9,0.2
0,26,5,3,1.299,0.2
0,27,5,3.4,21.629,0.4
0,28,5.2,3.5,24.282,0.2
0,29,-20.454,3.4,1.4,0.2
0,30,-27.806,3.2,1.6,0.2
0,31,4.8,3.1,1.6,-7.786
0,32,5.4,-2.099,1.5,0.4
0,33,10.958,4.1,1.5,0.1
0,34,5.5,4.2,48.535,0.2
0,35,-44.381,3.1,1.5,0.2
0,36,5,3.2,1.2,-13.752
0,37,5.5,3.5,-20.844,0.2
0,38,4.9,3.6,-34.475,0.1
0,74.483,4.4,3,1.3,0.2
0,40,5.1,3.4,5.941,0.2
0,41,5,3.5,1.3,45.774
0,42,4.5,2.3,1.3,18.716
0,43,15.944,3.2,1.3,0.2
0,44,19.543,3.5,1.6,0.6
0,16.224,5.1,3.8,1.9,0.4
0,46,4.8,-1.815,1.4,0.3
0,78.931,5.1,3.8,1.6,0.2
0,48,4.6,3.2,-0.873,0.2
0,49,5.3,3.7,26.963,0.2
0,50,5,-20.522,1.4,0.2
1,82.029,7,3.2,4.7,1.4
1,52,6.4,3.2,4.5,43.903
1,53,6.9,3.1,26.447,1.5
1,54,5.5,2.3,4,-25.903
1,28.167,6.5,2.8,4.6,1.5
1,56,5.7,2.8,4.5,10.179
1,57,6.3,-2.369,4.7,1.6
1,58,4.9,2.4,3.3,22.992
1,59,6.6,2.9,-2.425,1.3
1,16.932,5.2,2.7,3.9,1.4
1,61,5,6.451,3.5,1
1,62,40.76,3,4.2,1.5
1,63,33.667,2.2,4,1
1,64,6.1,-25.591,4.7,1.4
1,65,5.6,4.155,3.6,1.3
1,66,-12.101,3.1,4.4,1.4
1,67,5.6,3,-40.83,1.5
1,68,-32.962,2.7,4.1,1
1,69,6.2,2.2,4.5,44.086
1,70,-32.945,2.5,3.9,1.1
1,96.112,5.9,3.2,4.8,1.8
1,72,6.1,2.8,4,13.729
1,73,6.3,39.204,4.9,1.5
1,74,6.1,-5.243,4.7,1.2
1,75,-34.552,2.9,4.3,1.3
1,76,6.6,3,-36.526,1.4
1,77,6.8,2.8,4.8,-9.291
1,58.138,6.7,3,5,1.7
1,79,6,2.9,4.5,-32.044
1,80,-39.534,2.6,3.5,1
1,81,24.915,2.4,3.8,1.1
1,69.619,5.5,2.4,3.7,1
1,49.196,5.8,2.7,3.9,1.2
1,84,-2.784,2.7,5.1,1.6
1,109.216,5.4,3,4.5,1.5
1,86,-21.502,3.4,4.5,1.6
1,87,6.7,3.1,4.7,14.314
1,88,-0.478,2.3,4.4,1.3
1,89,-29.398,3,4.1,1.3
1,90,5.5,-38.87,4,1.3
1,91,5.5,2.6,-26.805,1.2
1,92,6.1,3,-18.503,1.4
1,93,5.8,-28.29,4,1.2
1,94,5,2.3,27.53,1
1,95,38.793,2.7,4.2,1.3
1,96,5.7,18.9,4.2,1.2
1,97,5.7,2.9,4.2,-3.538
1,98,6.2,26.944,4.3,1.3
1,71.2,5.1,2.5,3,1.1
1,100,1.294,2.8,4.1,1.3
2,101,6.3,3.3,6,29.753
2,79.594,5.8,2.7,5.1,1.9
2,103,7.1,33.22,5.9,2.1
2,104,43.446,2.9,5.6,1.8
2,105,22.181,3,5.8,2.2
2,106,7.6,3,30.172,2.1
2,107,27.89,2.5,4.5,1.7
2,108,38.029,2.9,6.3,1.8
2,109,6.7,2.5,52.972,1.8
2,110,7.2,3.6,36.996,2.5
2,113.057,6.5,3.2,5.1,2
2,112,6.4,2.7,5.3,-35.378
2,113,30.853,3,5.5,2.1
2,114,-17.328,2.5,5,2
2,115,5.8,2.8,17.734,2.4
2,116,6.4,12.368,5.3,2.3
2,117,6.5,3,11.114,1.8
2,118,7.7,-14.966,6.7,2.2
2,119,7.7,11.575,6.9,2.3
2,120,22.078,2.2,5,1.5
2,121,6.9,3.2,48.84,2.3
2,84.979,5.6,2.8,4.9,2
2,123,7.7,2.8,6.7,-36.582
2,124,6.3,2.7,36.136,1.8
2,125,6.7,3.3,-20.766,2.1
2,126,7.2,39.831,6,1.8
2,127,6.2,1.002,4.8,1.8
2,96.988,6.1,3,4.9,1.8
2,129,6.4,2.8,-20.62,2.1
2,130,7.2,-16.834,5.8,1.6
2,131,7.4,-19.066,6.1,1.9
2,132,7.9,32.668,6.4,2
2,133,11.684,2.8,5.6,2.2
2,147.43,6.3,2.8,5.1,1.5
2,174.265,6.1,2.6,5.6,1.4
2,130.799,7.7,3,6.1,2.3
2,137,6.3,-8.705,5.6,2.4
2,138,6.4,3.1,5.5,41.099
2,139,-6.267,3,4.8,1.8
2,140,6.9,51.754,5.4,2.1
2,141,-19.592,3.1,5.6,2.4
2,123.206,6.9,3.1,5.1,2.3
2,143,5.8,2.7,-41.181,1.9
2,144,6.8,3.2,15.515,2.3
2,145,6.7,14.889,5.7,2.5
2,146,6.7,3,-33.289,2.3
2,147,6.3,2.5,26.101,1.9
2,148,31.05,3,5.2,2
2,149,6.2,3.4,5.4,-16.572
2,150,5.9,3.608,5.1,1.8
